order_id,customer_id,order_date,channel,region,category,revenue,cost,returned,delivered_late
O0000047,C00738,2025-01-01,Social,West,Home,249.46,141.53,False,False
O0000048,C00980,2025-01-01,Social,Central,Home,330.14,191.18,False,False
O0000049,C00456,2025-01-01,Social,East,Electronics,521.53,292.45,False,False
O0000050,C00738,2025-01-01,Social,West,Electronics,649.05,364.75,False,False
O0000051,C02290,2025-01-01,Social,South,Beauty,174.58,115.93,False,False
O0000052,C01510,2025-01-01,Social,Central,Electronics,1405.07,815.81,False,False
O0000053,C02135,2025-01-01,Social,Central,Electronics,852.02,485.43,False,False
O0000054,C00738,2025-01-01,Social,West,Beauty,112.73,75.57,False,False
O0000055,C02290,2025-01-01,Social,South,Home,525.45,339.76,False,False
O0000056,C00738,2025-01-01,Social,West,Sports,470.25,312.91,False,False
O0000057,C02135,2025-01-01,Social,Central,Sports,352.21,228.56,False,False
O0000058,C02135,2025-01-01,Social,Central,Home,313.48,176.32,False,False
O0000059,C00738,2025-01-01,Social,West,Fashion,206.61,147.95,True,False
O0000060,C00738,2025-01-01,Affiliate,West,Home,433.98,297.12,False,False
O0000061,C00738,2025-01-01,Affiliate,West,Sports,235.56,142.96,False,False
O0000062,C02290,2025-01-01,Affiliate,South,Sports,234.52,129.99,False,False
O0000063,C00738,2025-01-01,Affiliate,West,Electronics,738.09,525.49,False,False
O0000064,C00738,2025-01-01,Affiliate,West,Electronics,342.62,243.78,False,False
O0000065,C02135,2025-01-01,Affiliate,Central,Fashion,207.4,108.39,False,False
O0000066,C00456,2025-01-01,Affiliate,East,Electronics,359.93,255.11,False,False
O0000067,C02290,2025-01-01,Affiliate,South,Fashion,528.66,286.1,False,False
O0000068,C02290,2025-01-01,Email,South,Electronics,270.67,176.43,False,False
O0000069,C00738,2025-01-01,Email,West,Electronics,598.04,299.95,False,False
O0000070,C00738,2025-01-01,Email,West,Home,648.82,414.47,False,True
O0000071,C00738,2025-01-01,Email,West,Electronics,449.38,249.84,False,False
O0000072,C02135,2025-01-01,Email,Central,Sports,501.86,348.25,False,False
O0000073,C00456,2025-01-01,Email,East,Beauty,97.66,65.07,False,False
O0000074,C00980,2025-01-01,Email,Central,Home,388.0,261.28,False,False
O0000075,C02135,2025-01-01,Email,Central,Fashion,444.48,288.62,False,False
O0000076,C00980,2025-01-01,Email,Central,Beauty,140.66,77.32,False,False
O0000077,C02290,2025-01-01,Email,South,Beauty,403.31,289.88,False,False
O0000078,C00738,2025-01-01,Email,West,Home,795.19,512.58,False,False
O0000079,C00738,2025-01-01,Email,West,Home,229.92,163.74,False,False
O0000080,C02290,2025-01-02,Organic,South,Home,372.25,215.7,False,False
O0000081,C00211,2025-01-02,Organic,West,Fashion,339.91,218.82,False,False
O0000082,C03161,2025-01-02,Organic,West,Electronics,1044.51,715.82,False,False
O0000083,C03744,2025-01-02,Organic,East,Sports,472.65,285.37,False,False
O0000084,C00211,2025-01-02,Organic,West,Fashion,459.4,260.41,False,False
O0000085,C03697,2025-01-02,Organic,North,Beauty,156.3,94.39,False,False
O0000086,C00211,2025-01-02,Organic,West,Electronics,721.84,382.99,False,False
O0000087,C00791,2025-01-02,Organic,South,Fashion,486.91,261.32,False,False
O0000088,C02290,2025-01-02,Organic,South,Electronics,510.2,315.42,False,False
O0000089,C02135,2025-01-02,Organic,Central,Beauty,520.06,327.73,False,False
O0000090,C00211,2025-01-02,Organic,West,Fashion,191.02,106.93,False,False
O0000091,C00211,2025-01-02,Organic,West,Fashion,171.11,117.44,False,False
O0000092,C00211,2025-01-02,Organic,West,Fashion,205.24,143.35,False,False
O0000093,C00980,2025-01-02,Organic,Central,Home,670.85,476.55,False,False
O0000094,C00211,2025-01-02,Organic,West,Electronics,1690.66,879.59,False,False
O0000095,C02290,2025-01-02,Organic,South,Fashion,131.14,69.97,False,False
O0000096,C00211,2025-01-02,Organic,West,Beauty,97.82,53.8,False,True
O0000097,C02290,2025-01-02,Organic,South,Beauty,222.23,146.02,False,False
O0000098,C01510,2025-01-02,Organic,Central,Home,446.31,293.43,False,False
O0000099,C00211,2025-01-02,Organic,West,Electronics,2070.93,1227.9,True,False
O0000100,C00211,2025-01-02,Organic,West,Beauty,467.69,260.24,False,False
O0000101,C02135,2025-01-02,Organic,Central,Beauty,269.82,193.2,False,False
O0000102,C02290,2025-01-02,Paid Search,South,Electronics,1388.76,935.85,False,True
O0000103,C02290,2025-01-02,Paid Search,South,Electronics,807.53,559.32,False,False
O0000104,C00211,2025-01-02,Paid Search,West,Electronics,618.21,337.55,False,False
O0000105,C02135,2025-01-02,Paid Search,Central,Electronics,518.2,294.2,False,False
O0000106,C00211,2025-01-02,Paid Search,West,Fashion,247.35,130.4,False,False
O0000107,C00211,2025-01-02,Paid Search,West,Sports,208.4,149.43,False,False
O0000108,C03744,2025-01-02,Paid Search,East,Sports,924.55,504.79,False,True
O0000109,C02290,2025-01-02,Paid Search,South,Electronics,1312.83,917.1,False,False
O0000110,C00791,2025-01-02,Paid Search,South,Electronics,2027.21,1239.32,False,False
O0000111,C02290,2025-01-02,Paid Search,South,Home,705.54,385.53,False,False
O0000112,C02290,2025-01-02,Paid Search,South,Fashion,304.31,217.8,False,False
O0000113,C00211,2025-01-02,Paid Search,West,Fashion,409.14,234.23,False,False
O0000114,C00211,2025-01-02,Paid Search,West,Sports,305.86,163.98,False,False
O0000115,C00738,2025-01-02,Paid Search,West,Fashion,72.2,51.74,False,False
O0000116,C03697,2025-01-02,Paid Search,North,Sports,134.81,77.83,True,False
O0000117,C02290,2025-01-02,Social,South,Electronics,485.99,333.71,False,False
O0000118,C00211,2025-01-02,Social,West,Fashion,476.2,299.32,False,False
O0000119,C02290,2025-01-02,Social,South,Beauty,148.96,97.27,False,False
O0000120,C03631,2025-01-02,Social,East,Beauty,214.72,134.93,False,False
O0000121,C00211,2025-01-02,Social,West,Home,193.37,120.44,False,False
O0000122,C01946,2025-01-02,Social,North,Electronics,900.76,596.99,False,False
O0000123,C00211,2025-01-02,Social,West,Beauty,177.81,110.62,False,False
O0000124,C00980,2025-01-02,Social,Central,Beauty,239.9,155.99,False,True
O0000125,C02290,2025-01-02,Social,South,Electronics,506.39,270.61,False,False
O0000126,C00211,2025-01-02,Social,West,Sports,1068.78,682.5,False,False
O0000127,C02290,2025-01-02,Social,South,Fashion,309.44,176.77,False,False
O0000128,C00211,2025-01-02,Social,West,Home,435.94,239.6,False,False
O0000129,C00211,2025-01-02,Affiliate,West,Electronics,718.24,516.44,False,False
O0000130,C00211,2025-01-02,Affiliate,West,Fashion,177.36,110.78,False,False
O0000131,C01203,2025-01-02,Affiliate,North,Fashion,676.2,382.92,False,False
O0000132,C02290,2025-01-02,Affiliate,South,Sports,224.76,113.38,False,False
O0000133,C02290,2025-01-02,Affiliate,South,Beauty,175.59,122.45,False,False
O0000134,C00211,2025-01-02,Affiliate,West,Sports,439.59,245.97,False,False
O0000135,C00211,2025-01-02,Affiliate,West,Beauty,176.8,114.65,False,False
O0000136,C03696,2025-01-02,Email,East,Sports,300.08,172.38,False,True
O0000137,C02290,2025-01-02,Email,South,Beauty,229.87,142.95,False,False
O0000138,C00456,2025-01-02,Email,East,Electronics,519.85,319.52,True,False
O0000139,C02290,2025-01-02,Email,South,Fashion,316.2,211.16,False,False
O0000140,C00211,2025-01-02,Email,West,Sports,458.89,294.63,True,False
O0000141,C00211,2025-01-02,Email,West,Fashion,272.77,191.38,False,True
O0000142,C00211,2025-01-02,Email,West,Sports,598.68,334.84,False,False
O0000143,C00980,2025-01-02,Email,Central,Home,455.8,313.47,False,False
O0000144,C00211,2025-01-02,Email,West,Sports,283.34,168.86,False,False
O0000145,C02290,2025-01-02,Email,South,Home,293.37,207.43,False,False
O0000146,C00456,2025-01-02,Email,East,Sports,354.36,220.84,False,False
O0000147,C00211,2025-01-02,Email,West,Fashion,282.48,152.64,False,False
O0000148,C00211,2025-01-02,Email,West,Beauty,519.65,285.3,False,False
O0000149,C00211,2025-01-02,Email,West,Electronics,1640.06,892.78,False,False
O0000150,C00456,2025-01-02,Email,East,Electronics,685.91,371.64,False,False
O0000151,C00211,2025-01-02,Email,West,Fashion,242.85,165.54,True,False
O0000152,C02290,2025-01-02,Email,South,Home,539.38,289.81,False,False
O0000153,C00211,2025-01-02,Email,West,Home,452.44,323.92,False,False
O0000154,C00211,2025-01-02,Email,West,Beauty,219.36,143.3,False,False
O0000155,C00244,2025-01-03,Organic,West,Beauty,89.33,49.67,False,False
O0000156,C02135,2025-01-03,Organic,Central,Beauty,147.93,74.34,False,False
O0000157,C02135,2025-01-03,Organic,Central,Sports,212.7,146.32,False,False
O0000158,C00244,2025-01-03,Organic,West,Electronics,1181.84,599.17,False,False
O0000159,C00244,2025-01-03,Organic,West,Home,743.67,403.67,False,False
O0000160,C00456,2025-01-03,Organic,East,Electronics,505.58,363.37,False,False
O0000161,C00244,2025-01-03,Organic,West,Electronics,520.08,301.12,False,False
O0000162,C02290,2025-01-03,Organic,South,Electronics,1155.42,637.58,False,True
O0000163,C02290,2025-01-03,Organic,South,Home,318.84,167.95,False,False
O0000164,C00244,2025-01-03,Organic,West,Fashion,299.71,167.3,False,False
O0000165,C02135,2025-01-03,Organic,Central,Electronics,1464.85,981.23,False,False
O0000166,C01946,2025-01-03,Organic,North,Home,445.85,250.65,False,False
O0000167,C01203,2025-01-03,Organic,North,Home,252.35,152.26,False,False
O0000168,C00244,2025-01-03,Organic,West,Fashion,527.99,283.4,True,False
O0000169,C00244,2025-01-03,Organic,West,Home,227.27,127.75,False,False
O0000170,C00244,2025-01-03,Organic,West,Home,468.21,279.88,False,False
O0000171,C00244,2025-01-03,Organic,West,Sports,293.4,177.41,False,False
O0000172,C00244,2025-01-03,Organic,West,Sports,304.14,206.88,False,False
O0000173,C02290,2025-01-03,Organic,South,Sports,318.27,207.93,False,False
O0000174,C03696,2025-01-03,Organic,East,Home,1005.89,564.12,False,False
O0000175,C03697,2025-01-03,Organic,North,Sports,227.33,125.55,False,True
O0000176,C00244,2025-01-03,Paid Search,West,Sports,436.8,271.51,False,False
O0000177,C02290,2025-01-03,Paid Search,South,Fashion,171.94,97.67,False,False
O0000178,C02005,2025-01-03,Paid Search,West,Sports,303.98,187.25,False,False
O0000179,C02135,2025-01-03,Paid Search,Central,Home,453.48,320.23,False,False
O0000180,C02290,2025-01-03,Paid Search,South,Home,776.32,528.89,False,True
O0000181,C00244,2025-01-03,Paid Search,West,Electronics,624.19,323.28,True,False
O0000182,C00244,2025-01-03,Paid Search,West,Sports,265.88,156.81,False,False
O0000183,C02135,2025-01-03,Paid Search,Central,Home,411.53,272.16,False,False
O0000184,C02290,2025-01-03,Paid Search,South,Fashion,153.3,80.27,False,False
O0000185,C03744,2025-01-03,Paid Search,East,Home,198.51,105.4,False,False
O0000186,C00244,2025-01-03,Paid Search,West,Electronics,1149.24,723.92,True,False
O0000187,C00244,2025-01-03,Paid Search,West,Electronics,1935.65,1359.2,False,False
O0000188,C00456,2025-01-03,Paid Search,East,Home,513.34,293.94,False,False
O0000189,C00980,2025-01-03,Social,Central,Sports,276.83,177.39,False,False
O0000190,C00244,2025-01-03,Social,West,Fashion,300.31,199.83,False,False
O0000191,C01510,2025-01-03,Social,Central,Sports,414.72,218.03,False,False
O0000192,C00980,2025-01-03,Social,Central,Home,576.91,409.88,True,False
O0000193,C00456,2025-01-03,Social,East,Sports,594.71,357.53,False,False
O0000194,C02290,2025-01-03,Social,South,Electronics,665.93,372.24,False,False
O0000195,C00244,2025-01-03,Social,West,Sports,228.04,156.32,False,False
O0000196,C02290,2025-01-03,Social,South,Home,282.58,200.84,False,False
O0000197,C02290,2025-01-03,Social,South,Sports,330.05,193.0,False,False
O0000198,C00456,2025-01-03,Social,East,Fashion,285.92,181.96,False,False
O0000199,C02290,2025-01-03,Social,South,Beauty,74.48,49.46,False,False
O0000200,C01510,2025-01-03,Social,Central,Fashion,321.41,217.26,False,False
O0000201,C01946,2025-01-03,Social,North,Electronics,983.42,564.45,False,False
O0000202,C00244,2025-01-03,Social,West,Fashion,178.97,107.28,False,False
O0000203,C02290,2025-01-03,Social,South,Electronics,633.73,378.1,False,False
O0000204,C00456,2025-01-03,Social,East,Beauty,189.68,117.24,False,False
O0000205,C02290,2025-01-03,Affiliate,South,Beauty,399.92,230.87,False,False
O0000206,C01098,2025-01-03,Affiliate,South,Fashion,288.49,145.43,False,False
O0000207,C03056,2025-01-03,Affiliate,North,Home,301.43,174.8,False,False
O0000208,C01510,2025-01-03,Affiliate,Central,Electronics,499.42,312.71,False,False
O0000209,C00244,2025-01-03,Affiliate,West,Electronics,1026.46,626.37,False,False
O0000210,C02290,2025-01-03,Affiliate,South,Fashion,390.72,204.18,False,False
O0000211,C00244,2025-01-03,Affiliate,West,Fashion,365.46,213.05,False,True
O0000212,C02290,2025-01-03,Affiliate,South,Home,432.18,218.92,False,False
O0000213,C02135,2025-01-03,Affiliate,Central,Electronics,698.82,461.58,False,False
O0000214,C03696,2025-01-03,Affiliate,East,Fashion,410.38,256.92,False,False
O0000215,C01510,2025-01-03,Email,Central,Home,448.66,294.78,False,True
O0000216,C00244,2025-01-03,Email,West,Beauty,70.48,37.54,False,False
O0000217,C02290,2025-01-03,Email,South,Home,323.67,219.02,False,False
O0000218,C02290,2025-01-03,Email,South,Home,609.9,395.52,False,False
O0000219,C00456,2025-01-03,Email,East,Home,808.63,549.49,False,False
O0000220,C00738,2025-01-03,Email,West,Fashion,257.74,154.18,False,False
O0000221,C02290,2025-01-03,Email,South,Electronics,719.17,425.7,False,False
O0000222,C00244,2025-01-03,Email,West,Home,693.79,391.93,False,False
O0000223,C00244,2025-01-03,Email,West,Home,292.74,180.09,False,False
O0000224,C00244,2025-01-03,Email,West,Fashion,658.33,473.63,False,False
O0000225,C00456,2025-01-03,Email,East,Home,440.46,302.87,False,False
O0000226,C00244,2025-01-03,Email,West,Beauty,289.37,153.28,False,False
O0000227,C01946,2025-01-03,Email,North,Beauty,104.92,68.06,False,False
O0000228,C02290,2025-01-03,Email,South,Sports,466.49,325.36,False,False
O0000229,C00244,2025-01-03,Email,West,Beauty,146.39,99.78,False,False
O0000230,C02290,2025-01-03,Email,South,Home,264.36,175.09,False,False
O0000231,C00244,2025-01-03,Email,West,Home,615.53,391.33,False,False
O0000232,C00219,2025-01-03,Email,North,Beauty,453.0,255.14,False,False
O0000233,C01510,2025-01-03,Email,Central,Sports,427.74,297.88,False,False
O0000234,C02135,2025-01-04,Organic,Central,Beauty,129.48,74.76,False,False
O0000235,C01946,2025-01-04,Organic,North,Electronics,717.3,455.15,False,False
O0000236,C02290,2025-01-04,Organic,South,Sports,353.97,212.28,False,False
O0000237,C01362,2025-01-04,Organic,South,Electronics,591.23,423.24,False,False
O0000238,C00456,2025-01-04,Organic,East,Home,538.04,337.12,False,False
O0000239,C01362,2025-01-04,Organic,South,Fashion,444.37,313.31,False,False
O0000240,C02290,2025-01-04,Organic,South,Sports,758.42,406.83,False,False
O0000241,C02290,2025-01-04,Organic,South,Home,383.12,252.16,False,True
O0000242,C01362,2025-01-04,Organic,South,Electronics,852.21,559.57,False,False
O0000243,C03144,2025-01-04,Organic,Central,Electronics,379.73,204.47,True,False
O0000244,C02290,2025-01-04,Organic,South,Fashion,564.7,326.24,False,False
O0000245,C01098,2025-01-04,Organic,South,Beauty,179.51,96.05,False,False
O0000246,C01362,2025-01-04,Paid Search,South,Electronics,683.55,409.38,False,False
O0000247,C01510,2025-01-04,Paid Search,Central,Electronics,1582.43,898.15,False,False
O0000248,C02135,2025-01-04,Paid Search,Central,Sports,296.23,172.16,False,False
O0000249,C01362,2025-01-04,Paid Search,South,Electronics,446.25,233.59,False,True
O0000250,C02290,2025-01-04,Paid Search,South,Electronics,353.07,207.75,False,False
O0000251,C01362,2025-01-04,Paid Search,South,Beauty,290.36,158.54,False,False
O0000252,C02290,2025-01-04,Paid Search,South,Fashion,202.12,110.67,False,False
O0000253,C01510,2025-01-04,Paid Search,Central,Fashion,241.3,151.35,False,False
O0000254,C00980,2025-01-04,Paid Search,Central,Electronics,1355.98,914.52,False,False
O0000255,C01792,2025-01-04,Paid Search,Central,Home,285.95,168.49,False,False
O0000256,C01946,2025-01-04,Paid Search,North,Sports,444.51,255.41,False,False
O0000257,C01362,2025-01-04,Paid Search,South,Electronics,476.26,274.27,False,False
O0000258,C00980,2025-01-04,Social,Central,Beauty,278.42,199.3,False,True
O0000259,C01362,2025-01-04,Social,South,Fashion,422.52,217.29,True,True
O0000260,C02135,2025-01-04,Social,Central,Sports,346.94,208.61,False,False
O0000261,C03744,2025-01-04,Social,East,Home,290.3,189.86,False,False
O0000262,C02135,2025-01-04,Social,Central,Home,283.6,186.09,False,False
O0000263,C00738,2025-01-04,Social,West,Beauty,321.49,176.2,False,False
O0000264,C01362,2025-01-04,Social,South,Beauty,251.67,128.51,False,False
O0000265,C00196,2025-01-04,Social,East,Electronics,828.3,437.95,False,False
O0000266,C00219,2025-01-04,Social,North,Electronics,922.55,513.31,False,False
O0000267,C00980,2025-01-04,Social,Central,Sports,190.74,105.51,False,False
O0000268,C01510,2025-01-04,Social,Central,Electronics,1690.38,909.16,False,False
O0000269,C02290,2025-01-04,Social,South,Home,406.71,219.78,False,False
O0000270,C01362,2025-01-04,Social,South,Electronics,893.36,477.15,False,False
O0000271,C03056,2025-01-04,Social,North,Fashion,112.89,80.2,False,False
O0000272,C01362,2025-01-04,Social,South,Electronics,986.54,549.66,False,True
O0000273,C01362,2025-01-04,Social,South,Home,230.12,136.03,True,False
O0000274,C00429,2025-01-04,Social,South,Beauty,133.14,70.79,False,False
O0000275,C02290,2025-01-04,Affiliate,South,Home,345.73,188.97,False,True
O0000276,C02135,2025-01-04,Affiliate,Central,Electronics,809.97,522.26,True,False
O0000277,C02290,2025-01-04,Affiliate,South,Home,168.68,87.4,False,False
O0000278,C02135,2025-01-04,Affiliate,Central,Beauty,145.0,97.92,False,False
O0000279,C01362,2025-01-04,Affiliate,South,Electronics,529.02,372.87,False,False
O0000280,C01362,2025-01-04,Affiliate,South,Electronics,479.09,245.26,False,False
O0000281,C01362,2025-01-04,Affiliate,South,Home,359.61,212.66,False,False
O0000282,C01362,2025-01-04,Affiliate,South,Sports,328.8,170.76,False,False
O0000283,C01946,2025-01-04,Email,North,Electronics,586.81,344.28,False,False
O0000284,C02290,2025-01-04,Email,South,Fashion,190.73,113.08,False,False
O0000285,C01362,2025-01-04,Email,South,Sports,361.42,215.47,False,False
O0000286,C00456,2025-01-04,Email,East,Sports,1034.6,725.81,False,False
O0000287,C01203,2025-01-04,Email,North,Sports,441.26,283.19,False,False
O0000288,C01362,2025-01-04,Email,South,Sports,527.74,268.0,False,False
O0000289,C03697,2025-01-04,Email,North,Beauty,215.36,130.52,False,False
O0000290,C01362,2025-01-04,Email,South,Electronics,998.51,624.34,False,False
O0000291,C01330,2025-01-04,Email,Central,Home,462.21,282.58,False,False
O0000292,C01362,2025-01-04,Email,South,Electronics,909.23,647.51,False,False
O0000293,C01362,2025-01-04,Email,South,Electronics,627.31,389.25,True,False
O0000294,C00456,2025-01-04,Email,East,Sports,225.74,117.53,False,False
O0000295,C01510,2025-01-04,Email,Central,Electronics,441.95,271.32,False,False
O0000296,C01362,2025-01-04,Email,South,Fashion,194.86,121.85,True,False
O0000297,C01362,2025-01-04,Email,South,Sports,312.96,167.28,False,False
O0000298,C02290,2025-01-05,Organic,South,Fashion,309.9,165.35,False,False
O0000299,C02135,2025-01-05,Organic,Central,Beauty,162.61,94.72,False,False
O0000300,C03877,2025-01-05,Organic,South,Fashion,242.14,133.55,True,False
O0000301,C01510,2025-01-05,Organic,Central,Sports,398.12,246.37,False,False
O0000302,C03877,2025-01-05,Organic,South,Beauty,109.59,62.98,False,False
O0000303,C03244,2025-01-05,Organic,East,Fashion,436.7,294.3,False,False
O0000304,C01203,2025-01-05,Organic,North,Sports,205.59,123.83,False,False
O0000305,C02135,2025-01-05,Organic,Central,Home,204.91,117.25,False,False
O0000306,C03877,2025-01-05,Organic,South,Electronics,945.75,625.52,False,True
O0000307,C03877,2025-01-05,Organic,South,Beauty,201.02,115.86,False,False
O0000308,C02290,2025-01-05,Organic,South,Sports,389.85,227.93,False,False
O0000309,C02135,2025-01-05,Organic,Central,Fashion,279.79,178.4,False,False
O0000310,C02290,2025-01-05,Organic,South,Home,212.47,146.92,False,False
O0000311,C02327,2025-01-05,Organic,North,Beauty,73.99,51.73,False,False
O0000312,C02290,2025-01-05,Organic,South,Fashion,291.34,149.51,False,True
O0000313,C00648,2025-01-05,Organic,Central,Electronics,1256.96,872.46,False,True
O0000314,C03744,2025-01-05,Organic,East,Home,316.09,171.94,False,False
O0000315,C02135,2025-01-05,Organic,Central,Fashion,398.42,237.52,False,False
O0000316,C03877,2025-01-05,Organic,South,Home,478.23,335.93,False,False
O0000317,C00980,2025-01-05,Paid Search,Central,Fashion,280.85,162.74,False,False
O0000318,C03161,2025-01-05,Paid Search,West,Home,666.26,395.63,False,False
O0000319,C03877,2025-01-05,Paid Search,South,Electronics,1195.64,820.9,False,False
O0000320,C03877,2025-01-05,Paid Search,South,Beauty,221.55,144.75,False,False
O0000321,C03713,2025-01-05,Paid Search,East,Beauty,167.11,85.35,False,False
O0000322,C02290,2025-01-05,Paid Search,South,Fashion,334.31,204.72,False,False
O0000323,C01510,2025-01-05,Paid Search,Central,Electronics,892.09,559.64,True,False
O0000324,C03697,2025-01-05,Paid Search,North,Home,343.23,171.7,False,False
O0000325,C00456,2025-01-05,Paid Search,East,Sports,346.14,231.11,False,False
O0000326,C04000,2025-01-05,Paid Search,East,Sports,473.52,271.95,False,False
O0000327,C03877,2025-01-05,Paid Search,South,Beauty,97.09,60.36,False,False
O0000328,C03713,2025-01-05,Paid Search,East,Electronics,430.67,283.48,True,False
O0000329,C00456,2025-01-05,Paid Search,East,Home,586.16,365.55,False,False
O0000330,C03877,2025-01-05,Social,South,Sports,460.32,310.91,False,False
O0000331,C02290,2025-01-05,Social,South,Home,703.27,408.87,False,False
O0000332,C03493,2025-01-05,Social,West,Beauty,269.84,146.7,False,False
O0000333,C03696,2025-01-05,Social,East,Beauty,216.09,134.97,False,False
O0000334,C03696,2025-01-05,Social,East,Beauty,135.42,94.18,False,False
O0000335,C03877,2025-01-05,Social,South,Beauty,239.39,137.7,False,False
O0000336,C01510,2025-01-05,Social,Central,Home,345.15,198.77,False,False
O0000337,C02290,2025-01-05,Social,South,Home,178.83,91.37,False,False
O0000338,C01510,2025-01-05,Social,Central,Fashion,283.98,153.61,False,False
O0000339,C00980,2025-01-05,Social,Central,Sports,403.29,214.44,False,True
O0000340,C03877,2025-01-05,Social,South,Home,275.85,146.79,False,False
O0000341,C00738,2025-01-05,Social,West,Electronics,1878.63,1010.32,False,False
O0000342,C03877,2025-01-05,Social,South,Electronics,935.64,664.14,False,False
O0000343,C03744,2025-01-05,Social,East,Beauty,131.83,68.99,True,False
O0000344,C03056,2025-01-05,Social,North,Home,522.44,303.79,False,False
O0000345,C02290,2025-01-05,Social,South,Electronics,1073.44,613.4,False,False
O0000346,C01510,2025-01-05,Social,Central,Electronics,652.0,467.3,False,False
O0000347,C03877,2025-01-05,Social,South,Home,714.17,444.75,False,False
O0000348,C00219,2025-01-05,Social,North,Home,297.59,209.9,True,True
O0000349,C01510,2025-01-05,Affiliate,Central,Home,948.31,509.26,False,False
O0000350,C02290,2025-01-05,Affiliate,South,Fashion,225.29,144.26,False,False
O0000351,C01988,2025-01-05,Affiliate,South,Beauty,301.05,152.64,False,False
O0000352,C03631,2025-01-05,Affiliate,East,Home,462.73,237.43,False,True
O0000353,C03877,2025-01-05,Affiliate,South,Home,747.01,466.58,False,False
O0000354,C02135,2025-01-05,Affiliate,Central,Fashion,188.0,109.18,False,True
O0000355,C02290,2025-01-05,Affiliate,South,Home,271.16,150.46,False,False
O0000356,C02290,2025-01-05,Affiliate,South,Sports,461.53,241.92,False,False
O0000357,C01050,2025-01-05,Affiliate,North,Electronics,730.65,407.74,False,False
O0000358,C02290,2025-01-05,Affiliate,South,Fashion,377.47,252.81,False,False
